id,name,url,category,description,ats_type,job_count,date_added,status
240,4-H National Council,https://4-h.org/about/careers/,,Youth development through hands-on learning programs,,0,2026-02-17,rejected
241,National Community Reinvestment Coalition,https://ncrc.org/about-ncrc/careers/,,Fair lending and community reinvestment advocacy,,0,2026-02-17,rejected
242,National Urban League,https://nul.org/careers,,Racial equity and economic empowerment for African Americans,,0,2026-02-17,rejected
243,Unidos US,https://www.unidosus.org/about-us/careers/,,Latino civil rights and community development,,0,2026-02-17,rejected
244,National Fair Housing Alliance,https://nationalfairhousing.org/about-us/careers/,,Fair housing enforcement and policy,,0,2026-02-17,rejected
245,Corporation for Enterprise Development (Prosperity Now),https://prosperitynow.org/about-us/careers,,Economic security and asset building policy,,0,2026-02-17,rejected
246,First Look Media,https://firstlookmedia.com/careers,,Independent journalism and media technology,,0,2026-02-17,rejected
247,DataKind,https://www.datakind.org/careers/,,Data science for social good and nonprofit impact,,0,2026-02-17,approved
248,TechSoup,https://www.techsoup.org/about-us/careers,,Technology donations and services for nonprofits,,0,2026-02-17,rejected
249,Knight-Lenfest Local News Transformation Fund,https://knightlenfest.org/careers,,Local journalism sustainability and innovation,,0,2026-02-17,rejected
250,Civic Hall,https://www.civichall.org/careers/,,Civic technology community space and programming,,0,2026-02-17,rejected
251,Witness.org,https://www.witness.org/careers/,,Video and technology for human rights,,0,2026-02-17,rejected
252,Monitor Institute,https://www.monitorinstitute.com/careers/,,Social impact strategy consulting,,0,2026-02-17,rejected
253,GuideStar (Candid),https://www.guidestar.org/about/careers,,Nonprofit transparency and reporting platform,,0,2026-02-17,approved
254,Association of Black Foundation Executives,https://www.abfe.org/about/careers/,,Racial equity in philanthropy leadership,,0,2026-02-17,rejected
255,National Center for Responsive Philanthropy,https://www.ncrp.org/about/careers,,Philanthropy advocacy for social justice,,0,2026-02-17,rejected
256,Results for Development Institute,https://www.r4d.org/about/careers/,,Global development research bridging practice and policy,,0,2026-02-17,rejected
257,Institute for Policy Studies,https://ips-dc.org/about/jobs/,,Progressive policy research on inequality and peace,,0,2026-02-17,rejected
258,American Constitution Society,https://www.acslaw.org/about/careers/,,Progressive legal network for law and policy,,0,2026-02-17,rejected
259,Centre for International Governance Innovation,https://www.cigionline.org/careers/,,Canadian think tank on global governance,,0,2026-02-17,rejected
260,Pacific Council on International Policy,https://www.pacificcouncil.org/about/careers,,West Coast international affairs organization,,0,2026-02-17,rejected
261,Truman Center for National Policy,https://www.trumancenter.org/careers,,National security leadership development,,0,2026-02-17,rejected
262,National Endowment for the Arts,https://www.arts.gov/about/jobs,,Federal agency supporting arts programming,,0,2026-02-17,rejected
263,National Endowment for the Humanities,https://www.neh.gov/about/human-resources,,Federal agency supporting humanities research,,0,2026-02-17,rejected
264,AmeriCorps,https://americorps.gov/about/careers,,Federal agency for national service and volunteering,,0,2026-02-17,rejected
265,Nonprofit Finance Fund,https://nff.org/about/careers,,Financial consulting for nonprofits and social enterprises,,0,2026-02-17,rejected
266,Root Cause,https://www.rootcause.org/about/careers/,,Social impact consulting for nonprofits and government,,0,2026-02-17,rejected
267,Third Sector Capital Partners,https://www.thirdsectorcap.org/careers/,,Government outcomes-focused contracting advisory,,0,2026-02-17,rejected
268,Social Finance US,https://socialfinance.org/careers/,,Social impact bonds and outcomes-based financing,,0,2026-02-17,rejected
269,Living Cities,https://livingcities.org/about/careers/,,Cross-sector collaboration for urban equity,,0,2026-02-17,rejected
270,PolicyLink,https://www.policylink.org/about-us/careers,,Racial and economic equity policy research,,0,2026-02-17,rejected
271,Center on Philanthropy and Civil Society,https://philanthropy.cuny.edu/careers,,CUNY research center on philanthropy,,0,2026-02-17,rejected
272,Global Philanthropy Forum,https://philanthropyforum.org/about/careers/,,Network of philanthropists addressing global issues,,0,2026-02-17,rejected
273,Nexus Global Youth Summit,https://www.nexusglobal.org/careers,,Young philanthropist and social entrepreneur network,,0,2026-02-17,rejected
274,National Committee for Responsive Philanthropy,https://www.ncrp.org/careers,,Watchdog promoting philanthropy for social justice,,0,2026-02-17,rejected
275,Peace Direct,https://www.peacedirect.org/about-us/careers/,,Support for local peacebuilders in conflict areas,,0,2026-02-17,rejected
276,Conciliation Resources,https://www.c-r.org/about/vacancies,,Peacebuilding practice and policy organization,,0,2026-02-17,rejected
277,Just Security,https://www.justsecurity.org/about/jobs/,,National security law and policy analysis forum,,0,2026-02-17,approved
278,Millenium Promise Alliance,https://millenniumpromise.org/about/careers/,,Sustainable development and Millennium Villages initiative,,0,2026-02-17,rejected
279,Samhsa (Substance Abuse and Mental Health Services Administration),https://www.samhsa.gov/about-us/jobs,,Federal agency for behavioral health services,,0,2026-02-17,rejected
280,Thorn,https://www.thorn.org/careers/,,Technology to defend children from online exploitation,,0,2026-02-17,rejected
281,Carnegie Endowment for International Peace,https://carnegieendowment.org/about/employment,,,,0,2026-02-18,rejected
282,MapLight,https://maplight.org/about/jobs/,,,,0,2026-02-18,rejected
283,Civic Consulting Alliance,https://www.ccachicago.org/careers/,,,,0,2026-02-18,rejected
284,BetaNYC,https://beta.nyc/jobs/,,,,0,2026-02-18,rejected
285,Govtech Fund,https://www.govtechfund.com/careers,,,,0,2026-02-18,rejected
286,Justice Policy Institute,https://justicepolicy.org/about/careers/,,,,0,2026-02-18,rejected
287,The Markup,https://themarkup.org/jobs,,,,0,2026-02-18,rejected
288,Engine,https://www.engine.is/about/careers,,,,0,2026-02-18,rejected
289,Internet Archive,https://archive.org/about/jobs.php,,,,0,2026-02-18,rejected
290,Digital Public Library of America,https://dp.la/about/jobs,,,,0,2026-02-18,rejected
291,Salk Institute for Biological Studies,https://www.salk.edu/about/careers/,,,,0,2026-02-18,rejected
292,Jackson Laboratory,https://www.jax.org/careers,,,,0,2026-02-18,rejected
293,Cold Spring Harbor Laboratory,https://www.cshl.edu/careers/,,,,0,2026-02-18,rejected
294,Scripps Research,https://www.scripps.edu/careers/,,,,0,2026-02-18,rejected
295,Allen Institute,https://alleninstitute.org/careers/,,,,0,2026-02-18,rejected
296,Santa Fe Institute,https://www.santafe.edu/about/jobs,,,,0,2026-02-18,rejected
297,Battelle Memorial Institute,https://www.battelle.org/careers,,,,0,2026-02-18,rejected
298,SRI International,https://www.sri.com/careers/,,,,0,2026-02-18,rejected
299,Woods Hole Oceanographic Institution,https://www.whoi.edu/what-we-do/careers/,,,,0,2026-02-18,rejected
300,Smithsonian Environmental Research Center,https://serc.si.edu/about/careers,,,,0,2026-02-18,rejected
301,Institute for Advanced Study,https://www.ias.edu/about/careers,,,,0,2026-02-18,rejected
302,Wistar Institute,https://www.wistar.org/about/careers,,,,0,2026-02-18,rejected
303,National Opinion Research Center (NORC),https://www.norc.org/about/careers.html,,,,0,2026-02-18,rejected
304,American Institutes for Research,https://www.air.org/careers,,,,0,2026-02-18,rejected
305,Westat,https://www.westat.com/careers,,,,0,2026-02-18,rejected
306,J. Craig Venter Institute,https://www.jcvi.org/careers,,,,0,2026-02-18,rejected
307,Broad Institute,https://www.broadinstitute.org/careers,,,,0,2026-02-18,rejected
308,Fred Hutchinson Cancer Center,https://www.fredhutch.org/en/about/careers.html,,,,0,2026-02-18,rejected
309,National Disability Rights Network,https://www.ndrn.org/about/careers/,,,,0,2026-02-18,rejected
310,Disability Rights Advocates,https://dralegal.org/about/careers/,,,,0,2026-02-18,rejected
311,Autistic Self Advocacy Network,https://autisticadvocacy.org/about/jobs/,,,,0,2026-02-18,rejected
312,National Federation of the Blind,https://nfb.org/about-us/careers,,,,0,2026-02-18,rejected
313,Paralyzed Veterans of America,https://pva.org/about-us/careers/,,,,0,2026-02-18,rejected
314,National Council on Independent Living,https://ncil.org/about/careers/,,,,0,2026-02-18,rejected
315,National Housing Trust,https://www.nationalhousingtrust.org/careers,,,,0,2026-02-18,rejected
316,Grounded Solutions Network,https://groundedsolutions.org/about-us/careers,,,,0,2026-02-18,rejected
317,National Alliance to End Homelessness,https://endhomelessness.org/about/careers/,,,,0,2026-02-18,rejected
318,Service Employees International Union,https://www.seiu.org/careers,,,,0,2026-02-18,rejected
319,Economic Opportunity Institute,https://www.opportunityinstitute.org/about/careers/,,,,0,2026-02-18,rejected
320,National Partnership for Women and Families,https://www.nationalpartnership.org/about-us/careers/,,,,0,2026-02-18,rejected
321,Médecins du Monde,https://www.medecinsdumonde.org/en/careers/,,,,0,2026-02-18,rejected
322,ActionAid USA,https://www.actionaidusa.org/about/careers/,,,,0,2026-02-18,rejected
323,ChildFund International,https://www.childfund.org/about-us/careers/,,,,0,2026-02-18,rejected
324,Helen Keller International,https://www.hki.org/careers/,,,,0,2026-02-18,rejected
325,Lutheran Immigration and Refugee Service,https://www.lirs.org/careers/,,,,0,2026-02-18,rejected
326,Hivos,https://hivos.org/vacancies/,,,,0,2026-02-18,rejected
327,Institute for Higher Education Policy,https://www.ihep.org/about/careers/,,,,0,2026-02-18,rejected
328,MIT Governance Lab,https://mitgovlab.org/about/careers/,,,,0,2026-02-18,rejected
329,Stanford Social Innovation Review,https://ssir.org/about/careers,,,,0,2026-02-18,rejected
330,Harvard Kennedy School Ash Center,https://ash.harvard.edu/about/careers,,,,0,2026-02-18,rejected
331,Georgetown McCourt School Institute of Politics,https://politics.georgetown.edu/about/careers/,,,,0,2026-02-18,rejected
332,Johns Hopkins Bloomberg School of Public Health,https://publichealth.jhu.edu/about/careers,,,,0,2026-02-18,rejected
333,Columbia Climate School,https://www.climate.columbia.edu/careers,,,,0,2026-02-18,rejected
334,Lincoln Institute of Land Policy,https://www.lincolninst.edu/about/careers,,,,0,2026-02-18,rejected
335,American Museum of Natural History,https://www.amnh.org/about/careers,,,,0,2026-02-18,rejected
336,Smithsonian Institution,https://www.si.edu/about/jobs,,,,0,2026-02-18,rejected
337,New Museum,https://www.newmuseum.org/jobs,,,,0,2026-02-18,rejected
338,Kennedy Center,https://www.kennedy-center.org/about-us/careers/,,,,0,2026-02-18,rejected
339,Americans for the Arts,https://www.americansforthearts.org/about-americans-for-the-arts/careers,,,,0,2026-02-18,rejected
340,National Trust for Historic Preservation,https://savingplaces.org/careers,,,,0,2026-02-18,rejected
341,Public Broadcasting Service (PBS),https://www.pbs.org/about/careers/,,,,0,2026-02-18,rejected
342,National Public Radio (NPR),https://www.npr.org/about-npr/181953728/work-at-npr,,,,0,2026-02-18,rejected
343,The Shed,https://theshed.org/about/careers,,,,0,2026-02-18,rejected
344,Sundance Institute,https://www.sundance.org/about/careers,,,,0,2026-02-18,rejected
345,US Digital Service,https://www.usds.gov/apply,,,,0,2026-02-18,rejected
346,Civic Actions,https://civicactions.com/careers,,,,0,2026-02-18,rejected
347,Aspiration Tech,https://www.aspirationtech.org/about/jobs,,,,0,2026-02-18,rejected
348,Tech Impact,https://techimpact.org/about/careers/,,,,0,2026-02-18,rejected
349,Endeavor Global,https://endeavor.org/careers/,,,,0,2026-02-18,rejected
350,REDF,https://redf.org/about/careers/,,,,0,2026-02-18,rejected
351,Arizona Community Foundation,https://www.azfoundation.org/About-Us/Careers,,,,0,2026-02-18,rejected
352,Columbus Foundation,https://www.columbusfoundation.org/about-us/careers,,,,0,2026-02-18,rejected
353,Foundation for the Carolinas,https://www.fftc.org/careers,,,,0,2026-02-18,approved
354,Hartford Foundation for Public Giving,https://www.hfpg.org/about/careers,,,,0,2026-02-18,approved
355,Tulsa Community Foundation,https://www.tulsacf.org/about/careers,,,,0,2026-02-18,rejected
356,Community Foundation of Greater Memphis,https://www.cfgm.org/about/careers,,,,0,2026-02-18,rejected
357,Central Indiana Community Foundation,https://www.cicf.org/about/careers/,,,,0,2026-02-18,rejected
358,Health Affairs,https://www.healthaffairs.org/about/careers,,,,0,2026-02-18,rejected
359,National Academy of Medicine,https://nam.edu/about-the-nam/careers/,,,,0,2026-02-18,rejected
360,Center for Health Care Strategies,https://www.chcs.org/about/careers/,,,,0,2026-02-18,rejected
361,Prison Policy Initiative,https://www.prisonpolicy.org/jobs.html,,,,0,2026-02-18,rejected
362,National Juvenile Defender Center,https://njdc.info/about-njdc/careers/,,,,0,2026-02-18,rejected
363,Council of State Governments Justice Center,https://csgjusticecenter.org/about/careers/,,,,0,2026-02-18,rejected
364,Kettering Foundation,https://www.kettering.org/about/careers,,,,0,2026-02-18,approved
365,Population Reference Bureau,https://www.prb.org/about/careers/,,,,0,2026-02-18,rejected
366,Woodrow Wilson National Fellowship Foundation,https://woodrow.org/about/careers/,,,,0,2026-02-18,rejected
367,Institute for Women's Policy Research,https://iwpr.org/about/careers/,,,,0,2026-02-18,rejected
368,Center for Neighborhood Technology,https://www.cnt.org/careers,,,,0,2026-02-18,rejected
369,Appalachian Regional Commission,https://www.arc.gov/about/careers/,,,,0,2026-02-18,rejected
370,Children's Defense Fund,https://www.childrensdefense.org/about/careers/,,,,0,2026-02-18,rejected
371,National Indian Child Welfare Association,https://www.nicwa.org/careers/,,,,0,2026-02-18,rejected
372,First Nations Development Institute,https://www.firstnations.org/about/careers/,,,,0,2026-02-18,rejected
373,Association on American Indian Affairs,https://www.indian-affairs.org/careers.html,,,,0,2026-02-18,rejected
374,National Congress of American Indians,https://www.ncai.org/about-ncai/careers,,,,0,2026-02-18,rejected
375,American Indian College Fund,https://collegefund.org/about/careers/,,,,0,2026-02-18,rejected
376,Urban Land Institute,https://uli.org/about-uli/careers/,,,,0,2026-02-18,rejected
377,StriveTogether,https://www.strivetogether.org/about/careers/,,,,0,2026-02-18,rejected
378,The Bulwark,https://thebulwark.pinpointhq.com/en,Media & Democracy,,,0,2026-02-18,approved
379,Lawfare Institute,https://www.lawfaremedia.org/resources/job-board,Media & Democracy,,,0,2026-02-18,approved
380,National Democratic Institute,https://www.ndi.org/careers,Democracy & Governance,,,0,2026-02-18,approved
381,International Republican Institute,https://www.iri.org/work-with-iri/,Democracy & Governance,,,0,2026-02-18,approved
382,Center for Tech and Civic Life,https://www.techandciviclife.org/careers/,,,,0,2026-02-19,rejected
383,Center for Election Innovation and Research,https://electioninnovation.org/careers/,,,,0,2026-02-19,rejected
384,Democracy Docket,https://www.democracydocket.com/careers/,,,,0,2026-02-19,rejected
385,National Civic League,https://www.nationalcivicleague.org/careers/,,,,0,2026-02-19,rejected
386,Alliance for Justice,https://www.afj.org/about/careers/,,,,0,2026-02-19,rejected
387,Points of Light,https://www.pointsoflight.org/careers/,,,,0,2026-02-19,rejected
388,U.S. Global Leadership Coalition,https://www.usglc.org/careers/,,,,0,2026-02-19,approved
389,ONE Campaign,https://www.one.org/us/careers/,,,,0,2026-02-19,approved
390,Global Citizen,https://www.globalcitizen.org/en/careers/,,,,0,2026-02-19,rejected
391,Luminate,https://luminategroup.com/careers,,,,0,2026-02-19,approved
392,Pivotal Ventures,https://www.pivotalventures.org/careers,,,,0,2026-02-19,rejected
393,Patrick J. McGovern Foundation,https://www.mcgovern.org/careers/,,,,0,2026-02-19,rejected
394,Chandler Foundation,https://www.chandlerfoundation.org/careers/,,,,0,2026-02-19,rejected
395,Stavros Niarchos Foundation,https://www.snf.org/en/careers/,,,,0,2026-02-19,approved
396,Einhorn Collaborative,https://einhorncollaborative.org/careers/,,,,0,2026-02-19,approved
397,Laudes Foundation,https://www.laudesfoundation.org/careers,,,,0,2026-02-19,rejected
398,Case Foundation,https://casefoundation.org/careers/,,,,0,2026-02-19,rejected
399,Ceniarth,https://ceniarth.com/careers/,,,,0,2026-02-19,approved
400,NEO Philanthropy,https://neophilanthropy.org/careers/,,,,0,2026-02-19,approved
401,Philanthropy New York,https://philanthropynewyork.org/careers,,,,0,2026-02-19,rejected
402,United Philanthropy Forum,https://www.unitedphilforum.org/careers,,,,0,2026-02-19,approved
403,BoardSource,https://boardsource.org/about/careers/,,,,0,2026-02-19,rejected
404,Peak Grantmaking,https://www.peakgrantmaking.org/careers/,,,,0,2026-02-19,approved
405,Fund for Shared Insight,https://www.fundforsharedinsight.org/careers,,,,0,2026-02-19,rejected
406,Charity Navigator,https://www.charitynavigator.org/about-us/careers/,,,,0,2026-02-19,rejected
407,Meridian International Center,https://www.meridian.org/careers/,,,,0,2026-02-19,rejected
408,World Learning,https://www.worldlearning.org/careers/,,,,0,2026-02-19,rejected
409,Panorama Global,https://panoramaglobal.org/careers,,,,0,2026-02-19,approved
410,Atlas Network,https://www.atlasnetwork.org/careers,,,,0,2026-02-19,rejected
411,Convergence,https://convergencefinance.org/careers,,,,0,2026-02-19,rejected
412,Resolve,https://www.resolve.ngo/careers.htm,,,,0,2026-02-19,rejected
413,Results,https://results.org/careers/,,,,0,2026-02-19,rejected
414,National Geographic Society,https://www.nationalgeographic.org/careers/,,,,0,2026-02-19,rejected
415,Philea,https://philea.eu/careers/,,,,0,2026-02-19,rejected
416,Mo Ibrahim Foundation,https://mo.ibrahim.foundation/careers,,,,0,2026-02-19,rejected
417,Electoral Integrity Project,https://www.electoralintegrityproject.com/careers,,,,0,2026-02-19,rejected
418,Institute for Democracy and Electoral Assistance (IDEA),https://www.idea.int/careers,,,,0,2026-02-19,rejected
419,Westminster Foundation for Democracy,https://www.wfd.org/careers,,,,0,2026-02-19,rejected
420,Netherlands Institute for Multiparty Democracy,https://nimd.org/vacancies/,,,,0,2026-02-19,rejected
421,European Endowment for Democracy,https://www.democracyendowment.eu/en/careers/,,,,0,2026-02-19,rejected
422,Taiwan Foundation for Democracy,https://www.tfd.org.tw/opencms/english/about/career.html,,,,0,2026-02-19,rejected
423,Democracy Reporting International,https://democracy-reporting.org/en/office/global/careers,,,,0,2026-02-19,rejected
424,Electoral Institute for Sustainable Democracy in Africa,https://www.eisa.org/careers.php,,,,0,2026-02-19,rejected
425,Accountable.US,https://www.accountable.us/careers/,,,,0,2026-02-19,rejected
426,Grantmakers in Health,https://www.gih.org/careers/,,,,0,2026-02-19,rejected
427,Philanthropy Northwest,https://philanthropynw.org/careers,,,,0,2026-02-19,rejected
428,Southeastern Council of Foundations,https://www.secf.org/careers,,,,0,2026-02-19,rejected
429,Council of Michigan Foundations,https://www.michiganfoundations.org/careers,,,,0,2026-02-19,rejected
430,Dorothy A. Johnson Center for Philanthropy,https://johnsoncenter.org/careers/,,,,0,2026-02-19,rejected
431,Ukrainian World Congress,https://www.ukrainianworldcongress.org/careers/,,,,0,2026-02-19,rejected
432,Euromaidan Press,https://euromaidanpress.com/careers/,,,,0,2026-02-19,rejected
433,Ukraine Crisis Media Center,https://uacrisis.org/en/careers,,,,0,2026-02-19,rejected
434,Kyiv School of Economics,https://kse.ua/careers/,,,,0,2026-02-19,rejected
435,International Renaissance Foundation,https://www.irf.ua/en/careers/,,,,0,2026-02-19,rejected
436,Observer Research Foundation,https://www.orfonline.org/careers,,,,0,2026-02-19,rejected
437,Lowy Institute,https://www.lowyinstitute.org/careers,,,,0,2026-02-19,rejected
438,Carnegie India,https://carnegieindia.org/careers,,,,0,2026-02-19,rejected
439,Carnegie Europe,https://carnegieeurope.eu/about/careers,,,,0,2026-02-19,rejected
440,Centre for Policy Research (Delhi),https://www.cprindia.org/careers,,,,0,2026-02-19,rejected
441,Institute for Security Studies (Africa),https://issafrica.org/about-us/careers,,,,0,2026-02-19,rejected
442,Redstone Strategy Group,https://www.redstonestrategy.com/careers/,,,,0,2026-02-19,rejected
443,Engage R+D,https://www.engagerd.com/careers,,,,0,2026-02-19,rejected
444,Putnam Consulting Group,https://putnam-consulting.com/careers/,,,,0,2026-02-19,rejected
445,Dalberg Advisors,https://dalberg.com/careers/,,,,0,2026-02-19,rejected
446,Keystone Accountability,https://www.keystoneaccountability.org/careers,,,,0,2026-02-19,rejected
447,National Vote at Home Institute,https://voteathome.org/careers/,,,,0,2026-02-19,rejected
448,Center for Secure and Modern Elections,https://modernelections.org/careers/,,,,0,2026-02-19,rejected
449,Election Reformers Network,https://electionreformers.org/careers/,,,,0,2026-02-19,rejected
450,Committee for Economic Development,https://www.ced.org/careers,,,,0,2026-02-19,rejected
451,Campaign Finance Institute,https://cfinst.org/careers/,,,,0,2026-02-19,rejected
452,Effective Giving,https://www.effectivegiving.org/careers,,,,0,2026-02-19,approved
453,Imago Dei Fund,https://imagodeifund.org/careers/,,,,0,2026-02-19,rejected
454,Clearly,https://www.clearly.earth/careers,,,,0,2026-02-19,rejected
455,Accountability Counsel,https://www.accountabilitycounsel.org/careers/,,,,0,2026-02-19,rejected
456,Open Road Alliance,https://openroadalliance.org/careers/,,,,0,2026-02-19,rejected
457,Imperative 21,https://www.imperative21.co/careers,,,,0,2026-02-19,rejected
458,Lever Foundation,https://www.leverfoundation.org/careers,,,,0,2026-02-19,rejected
459,News Revenue Hub,https://fundjournalism.org/careers/,,,,0,2026-02-19,rejected
460,American Journalism Project,https://www.theajp.org/careers/,,,,0,2026-02-19,rejected
461,Lenfest Institute for Journalism,https://www.lenfestinstitute.org/careers/,,,,0,2026-02-19,rejected
462,Report for America,https://www.reportforamerica.org/careers/,,,,0,2026-02-19,rejected
463,Press Forward,https://press-forward.org/careers/,,,,0,2026-02-19,rejected
464,National Trust for Local News,https://www.nationaltrustforlocalnews.org/careers/,,,,0,2026-02-19,rejected
465,First Draft News,https://firstdraftnews.org/careers/,,,,0,2026-02-19,rejected
466,Full Fact,https://fullfact.org/about/careers/,,,,0,2026-02-19,rejected
467,Pew Research Center,https://www.pewresearch.org/about/careers/,,,,0,2026-02-19,rejected
468,Social Science Research Council,https://www.ssrc.org/about/careers/,,,,0,2026-02-19,rejected
469,FiscalNote,https://fiscalnote.com/careers,,,,0,2026-02-19,rejected
470,Capitol Canary,https://capitolcanary.com/careers/,,,,0,2026-02-19,rejected
471,Apolitical,https://apolitical.co/careers,,,,0,2026-02-19,rejected
472,AVPN|https://avpn.asia/careers/|Asian Venture Philanthropy Network,Asia's social investment network,,,,0,2026-02-19,rejected
473,Dasra,https://www.dasra.org/careers,,Indian strategic philanthropy foundation partnering with funders and social enterprises,,0,2026-02-19,rejected
474,Give2Asia,https://give2asia.org/about-us/careers/,,Facilitates cross-border giving to Asia-Pacific nonprofits,,0,2026-02-19,rejected
475,GlobalGiving,https://www.globalgiving.org/aboutus/careers/,,Global crowdfunding platform connecting donors with vetted nonprofits,,0,2026-02-19,approved
476,The Philanthropy Workshop,https://tpw.org/about/careers/,,Global network for philanthropists focused on strategic giving,,0,2026-02-19,approved
477,Global Development Incubator,https://www.globaldevincubator.org/careers/,,Incubates and scales social impact initiatives globally,,0,2026-02-19,approved
478,Mission Investors Exchange,https://missioninvestors.org/careers,,Network of foundations using endowments for mission-aligned investing,,0,2026-02-19,approved
479,Confluence Philanthropy,https://confluencephilanthropy.org/careers,,Network advancing values-aligned investing across philanthropy,,0,2026-02-19,approved
480,ImpactAssets,https://impactassets.org/careers,,Donor-advised fund platform for impact investing,,0,2026-02-19,approved
481,Criterion Institute,https://criterioninstitute.org/careers,,Nonprofit using finance as a tool for social change,,0,2026-02-19,rejected
482,Heron Foundation,https://www.heron.org/careers,,Pioneer in 100% mission-related investing for net contribution,,0,2026-02-19,rejected
483,Social Current,https://www.social-current.org/careers,,Network strengthening social sector organizations through standards and innovation,,0,2026-02-19,rejected
484,GivingTuesday,https://www.givingtuesday.org/about/careers/,,Global generosity movement and data-driven philanthropic organization,,0,2026-02-19,rejected
485,Sequoia Climate Foundation,https://www.sequoiaclimate.org/careers/,,Major climate philanthropy funder working on energy transition,,0,2026-02-19,rejected
486,Toniic,https://toniic.com/careers,,Global action community for impact investors,,0,2026-02-19,rejected
487,Fund for Global Human Rights,https://globalhumanrights.org/careers/,,Supports grassroots human rights activists worldwide,,0,2026-02-19,rejected
488,Venture Philanthropy Partners,https://www.vppartners.org/careers,,Venture philanthropy investing in high-performing nonprofits in DC region,,0,2026-02-19,rejected
489,New Israel Fund,https://www.nif.org/careers/,,Supports civil society and democratic values in Israel,,0,2026-02-19,rejected
490,AVPN,https://avpn.asia/careers/,,Asian Venture Philanthropy Network connecting social investors across Asia,,0,2026-02-19,rejected
491,Do Something,https://www.dosomething.org/us/about/careers,,Youth-led social change organization mobilizing young people,,0,2026-02-19,rejected
492,Catchafire,https://www.catchafire.org/careers,,Skills-based volunteering platform connecting professionals with nonprofits,,0,2026-02-19,rejected
493,Taproot Foundation,https://taprootfoundation.org/careers,,Pro bono service provider connecting professionals with nonprofits,,0,2026-02-19,rejected
494,TCC Group,https://www.tccgrp.com/careers,,Capacity building and evaluation consulting for foundations and nonprofits,,0,2026-02-19,rejected
495,Equal Measure,https://www.equalmeasure.org/careers,,Evaluation and strategic learning firm serving foundations,,0,2026-02-19,rejected
496,Nonprofit Quarterly,https://nonprofitquarterly.org/careers/,,Media organization covering nonprofit sector leadership and practice,,0,2026-02-19,rejected
497,Compass Point,https://www.compasspoint.org/about/careers,,Leadership development and capacity building for nonprofits,,0,2026-02-19,rejected
498,Social Impact Exchange,https://socialimpactexchange.org/careers,,Scaling social impact through cross-sector collaboration,,0,2026-02-19,rejected
499,National Center for Civil and Human Rights,https://www.civilandhumanrights.org/careers/,,Civil and human rights organization with museum in Atlanta,,0,2026-02-19,rejected
500,Innovation Network,https://www.innonet.org/careers,,Evaluation and learning nonprofit serving foundations and nonprofits,,0,2026-02-19,rejected
501,Management Assistance Group,https://managementassistance.org/careers,,Consulting for social justice organizations on strategy and management,,0,2026-02-19,rejected
502,Greenleaf Center for Servant Leadership,https://www.greenleaf.org/careers,,Promotes servant leadership philosophy in nonprofit and business sectors,,0,2026-02-19,approved
